Paragraph,Characters,Character Bucket,Words,Word Bucket,Sentiment,Line
893,239,226-250,43,041-045,-0.2558139534883721,"I could have screamed aloud; I sought with tears and prayers to smother down the crowd of hideous images and sounds with which my memory swarmed against me; and still, between the petitions, the ugly face of my iniquity stared into my soul"
893,86,076-010,18,016-020,0.05555555555555555,"As the acuteness of this remorse began to die away, it was succeeded by a sense of joy"
893,36,026-050,7,006-008,-0.14285714285714285,"The problem of my conduct was solved"
893,148,126-150,29,026-030,0.20689655172413793,"Hyde was thenceforth impossible; whether I would or not, I was now confined to the better part of my existence; and O, how I rejoiced to think of it"
893,75,076-010,12,011-015,0.16666666666666666,"with what willing humility I embraced anew the restrictions of natural life"
893,120,101-125,24,021-025,0.08333333333333333,"with what sincere renunciation I locked the door by which I had so often gone and come, and ground the key under my heel"
894,172,151-175,34,031-035,0.11764705882352941,"The next day, came the news that the murder had not been overlooked, that the guilt of Hyde was patent to the world, and that the victim was a man high in public estimation"
894,51,051-075,12,011-015,0.16666666666666666,"It was not only a crime, it had been a tragic folly"
894,135,126-150,28,026-030,0.17857142857142858,"I think I was glad to know it; I think I was glad to have my better impulses thus buttressed and guarded by the terrors of the scaffold"
894,129,126-150,28,026-030,0,"Jekyll was now my city of refuge; let but Hyde peep out an instant, and the hands of all men would be raised to take and slay him"
895,120,101-125,24,021-025,0.375,"I resolved in my future conduct to redeem the past; and I can say with honesty that my resolve was fruitful of some good"
895,202,201-225,36,036-040,0.05555555555555555,"You know yourself how earnestly, in the last months of the last year, I laboured to relieve suffering; you know that much was done for others, and that the days passed quietly, almost happily for myself"
895,321,more,61,more,-0.03278688524590164,"Nor can I truly say that I wearied of this beneficent and innocent life; I think instead that I daily enjoyed it more completely; but I was still cursed with my duality of purpose; and as the first edge of my penitence wore off, the lower side of me, so long indulged, so recently chained down, began to growl for licence"
895,272,251-275,53,051-055,-0.03773584905660377,"Not that I dreamed of resuscitating Hyde; the bare idea of that would startle me to frenzy: no, it was in my own person that I was once more tempted to trifle with my conscience; and it was as an ordinary secret sinner that I at last fell before the assaults of temptation"
896,160,151-175,29,026-030,-0.1724137931034483,"There comes an end to all things; the most capacious measure is filled at last; and this brief condescension to my evil finally destroyed the balance of my soul"
896,112,101-125,23,021-025,-0.043478260869565216,"And yet I was not alarmed; the fall seemed natural, like a return to the old days before I had made my discovery"
896,183,176-200,32,031-035,0.0625,"It was a fine, clear, January day, wet under foot where the frost had melted, but cloudless overhead; and the Regent’s Park was full of winter chirrupings and sweet with spring odours"
896,174,151-175,32,031-035,0.03125,"I sat in the sun on a bench; the animal within me licking the chops of memory; the spiritual side a little drowsed, promising subsequent penitence, but not yet moved to begin"
896,170,151-175,29,026-030,-0.10344827586206896,"After all, I reflected, I was like my neighbours; and then I smiled, comparing myself with other men, comparing my active good-will with the lazy cruelty of their neglect"
896,121,101-125,22,021-025,-0.2727272727272727,"And at the very moment of that vainglorious thought, a qualm came over me, a horrid nausea and the most deadly shuddering"
896,223,201-225,43,041-045,0.046511627906976744,"These passed away, and left me faint; and then as in its turn faintness subsided, I began to be aware of a change in the temper of my thoughts, a greater boldness, a contempt of danger, a solution of the bonds of obligation"
896,113,101-125,22,021-025,0,"I looked down; my clothes hung formlessly on my shrunken limbs; the hand that lay on my knee was corded and hairy"
896,27,026-050,6,006-008,0,"I was once more Edward Hyde"
896,225,201-225,40,036-040,0.025,"A moment before I had been safe of all men’s respect, wealthy, beloved—the cloth laying for me in the dining-room at home; and now I was the common quarry of mankind, hunted, houseless, a known murderer, thrall to the gallows"
897,49,051-075,10,009-010,0.2,"My reason wavered, but it did not fail me utterly"
897,247,226-250,43,041-045,0.06976744186046512,"I have more than once observed that in my second character, my faculties seemed sharpened to a point and my spirits more tensely elastic; thus it came about that, where Jekyll perhaps might have succumbed, Hyde rose to the importance of the moment"
897,74,076-010,17,016-020,0.058823529411764705,"My drugs were in one of the presses of my cabinet; how was I to reach them"
897,81,076-010,16,016-020,-0.0625,"That was the problem that (crushing my temples in my hands) I set myself to solve"
897,32,026-050,6,006-008,0,"The laboratory door I had closed"
897,82,076-010,17,016-020,0,"If I sought to enter by the house, my own servants would consign me to the gallows"
897,55,051-075,11,011-015,0.18181818181818182,"I saw I must employ another hand, and thought of Lanyon"
897,24,026-050,6,006-008,0.16666666666666666,"How was he to be reached"
897,13,011-025,2,000-002,0,"how persuaded"
897,91,076-010,18,016-020,-0.05555555555555555,"Supposing that I escaped capture in the streets, how was I to make my way into his presence"
897,125,101-125,22,021-025,0,"and how should I, an unknown and displeasing visitor, prevail on the famous physician to rifle the study of his colleague, Dr"
897,6,000-010,1,000-002,0,"Jekyll"
897,207,201-225,40,036-040,0,"Then I remembered that of my original character, one part remained to me: I could write my own hand; and once I had conceived that kindling spark, the way that I must follow became lighted up from end to end"
898,159,151-175,29,026-030,0.1724137931034483,"Thereupon, I arranged my clothes as best I could, and summoning a passing hansom, drove to an hotel in Portland Street, the name of which I chanced to remember"
898,135,126-150,22,021-025,-0.18181818181818182,"At my appearance (which was indeed comical enough, however tragic a fate these garments covered) the driver could not conceal his mirth"
898,205,201-225,37,036-040,0.02702702702702703,"I gnashed my teeth upon him with a gust of devilish fury; and the smile withered from his face—happily for him—yet more happily for myself, for in another instant I had certainly dragged him from his perch"
898,243,226-250,46,046-050,0,"At the inn, as I entered, I looked about me with so black a countenance as made the attendants tremble; not a look did they exchange in my presence; but obsequiously took my orders, led me to a private room, and brought me wherewithal to write"
898,137,126-150,26,026-030,-0.23076923076923078,"Hyde in danger of his life was a creature new to me; shaken with inordinate anger, strung to the pitch of murder, lusting to inflict pain"
898,273,251-275,48,046-050,0.10416666666666667,"Yet the creature was astute; mastered his fury with a great effort of the will; composed his two important letters, one to Lanyon and one to Poole; and that he might receive actual evidence of their being posted, sent them out with directions that they should be registered"
898,316,more,60,056-060,-0.1,"Thenceforward, he sat all day over the fire in the private room, gnawing his nails; there he dined, sitting alone with his fears, the waiter visibly quailing before his eye; and thence, when the night was fully come, he set forth in the corner of a closed cab, and was driven to and fro about the streets of the city"
898,25,026-050,6,006-008,0,"He, I say—I cannot say, I"
898,78,076-010,15,011-015,-0.4666666666666667,"That child of Hell had nothing human; nothing lived in him but fear and hatred"
898,284,more,48,046-050,0.0625,"And when at last, thinking the driver had begun to grow suspicious, he discharged the cab and ventured on foot, attired in his misfitting clothes, an object marked out for observation, into the midst of the nocturnal passengers, these two base passions raged within him like a tempest"
898,169,151-175,25,021-025,0,"He walked fast, hunted by his fears, chattering to himself, skulking through the less frequented thoroughfares, counting the minutes that still divided him from midnight"
898,61,051-075,13,011-015,0,"Once a woman spoke to him, offering, I think, a box of lights"
898,38,026-050,9,009-010,0,"He smote her in the face, and she fled"
899,205,201-225,42,041-045,0.16666666666666666,"When I came to myself at Lanyon’s, the horror of my old friend perhaps affected me somewhat: I do not know; it was at least but a drop in the sea to the abhorrence with which I looked back upon these hours"
899,25,026-050,6,006-008,0,"A change had come over me"
899,88,076-010,19,016-020,0.10526315789473684,"It was no longer the fear of the gallows, it was the horror of being Hyde that racked me"
899,126,126-150,26,026-030,-0.038461538461538464,"I received Lanyon’s condemnation partly in a dream; it was partly in a dream that I came home to my own house and got into bed"
899,144,126-150,26,026-030,0,"I slept after the prostration of the day, with a stringent and profound slumber which not even the nightmares that wrung me could avail to break"
899,54,051-075,9,009-010,0,"I awoke in the morning shaken, weakened, but refreshed"
899,316,more,63,more,-0.031746031746031744,"I still hated and feared the thought of the brute that slept within me, and I had not of course forgotten the appalling dangers of the day before; but I was once more at home, in my own house and close to my drugs; and gratitude for my escape shone so strong in my soul that it almost rivalled the brightness of hope"
900,317,more,56,056-060,0.017857142857142856,"I was stepping leisurely across the court after breakfast, drinking the chill of the air with pleasure, when I was seized again with those indescribable sensations that heralded the change; and I had but the time to gain the shelter of my cabinet, before I was once again raging and freezing with the passions of Hyde"
900,71,076-010,15,011-015,-0.06666666666666667,"It took on this occasion a double dose to recall me to myself; and alas"
900,111,101-125,21,021-025,-0.09523809523809523,"six hours after, as I sat looking sadly in the fire, the pangs returned, and the drug had to be re-administered"
900,184,176-200,35,031-035,0.14285714285714285,"In short, from that day forth it seemed only by a great effort as of gymnastics, and only under the immediate stimulation of the drug, that I was able to wear the countenance of Jekyll"
900,182,176-200,38,036-040,0,"At all hours of the day and night, I would be taken with the premonitory shudder; above all, if I slept, or even dozed for a moment in my chair, it was always as Hyde that I awakened"
900,333,more,61,more,-0.11475409836065574,"Under the strain of this continually impending doom and by the sleeplessness to which I now condemned myself, ay, even beyond what I had thought possible to man, I became, in my own person, a creature eaten up and emptied by fever, languidly weak both in body and mind, and solely occupied by one thought: the horror of my other self"
900,340,more,60,056-060,-0.03333333333333333,"But when I slept, or when the virtue of the medicine wore off, I would leap almost without transition (for the pangs of transformation grew daily less marked) into the possession of a fancy brimming with images of terror, a soul boiling with causeless hatreds, and a body that seemed not strong enough to contain the raging energies of life"
900,69,076-010,13,011-015,0.15384615384615385,"The powers of Hyde seemed to have grown with the sickliness of Jekyll"
900,67,076-010,13,011-015,-0.23076923076923078,"And certainly the hate that now divided them was equal on each side"
900,45,051-075,9,009-010,0.3333333333333333,"With Jekyll, it was a thing of vital instinct"
900,344,more,62,more,0.08064516129032258,"He had now seen the full deformity of that creature that shared with him some of the phenomena of consciousness, and was co-heir with him to death: and beyond these links of community, which in themselves made the most poignant part of his distress, he thought of Hyde, for all his energy of life, as of something not only hellish but inorganic"
900,208,201-225,38,036-040,-0.10526315789473684,"This was the shocking thing; that the slime of the pit seemed to utter cries and voices; that the amorphous dust gesticulated and sinned; that what was dead, and had no shape, should usurp the offices of life"
900,296,more,57,056-060,0,"And this again, that that insurgent horror was knit to him closer than a wife, closer than an eye; lay caged in his flesh, where he heard it mutter and felt it struggle to be born; and at every hour of weakness, and in the confidence of slumber, prevailed against him, and deposed him out of life"
900,54,051-075,11,011-015,-0.2727272727272727,"The hatred of Hyde for Jekyll was of a different order"
900,299,more,51,051-055,-0.29411764705882354,"His terror of the gallows drove him continually to commit temporary suicide, and return to his subordinate station of a part instead of a person; but he loathed the necessity, he loathed the despondency into which Jekyll was now fallen, and he resented the dislike with which he was himself regarded"
900,297,more,57,056-060,0.07017543859649122,"Hence the ape-like tricks that he would play me, scrawling in my own hand blasphemies on the pages of my books, burning the letters and destroying the portrait of my father; and indeed, had it not been for his fear of death, he would long ago have ruined himself in order to involve me in the ruin"
900,260,251-275,55,051-055,0.05454545454545454,"But his love of life is wonderful; I go further: I, who sicken and freeze at the mere thought of him, when I recall the abjection and passion of this attachment, and when I know how he fears my power to cut him off by suicide, I find it in my heart to pity him"
901,416,more,72,more,-0.06944444444444445,"It is useless, and the time awfully fails me, to prolong this description; no one has ever suffered such torments, let that suffice; and yet even to these, habit brought—no, not alleviation—but a certain callousness of soul, a certain acquiescence of despair; and my punishment might have gone on for years, but for the last calamity which has now fallen, and which has finally severed me from my own face and nature"
901,111,101-125,21,021-025,0,"My provision of the salt, which had never been renewed since the date of the first experiment, began to run low"
901,166,151-175,31,031-035,0.03225806451612903,"I sent out for a fresh supply and mixed the draught; the ebullition followed, and the first change of colour, not the second; I drank it and it was without efficiency"
901,203,201-225,39,036-040,0,"You will learn from Poole how I have had London ransacked; it was in vain; and I am now persuaded that my first supply was impure, and that it was that unknown impurity which lent efficacy to the draught"
902,113,101-125,22,021-025,0.09090909090909091,"About a week has passed, and I am now finishing this statement under the influence of the last of the old powders"
902,137,126-150,27,026-030,0,"This, then, is the last time, short of a miracle, that Henry Jekyll can think his own thoughts or see his own face (now how sadly altered"
902,14,011-025,4,003-005,0,") in the glass"
902,177,176-200,34,031-035,0.4411764705882353,"Nor must I delay too long to bring my writing to an end; for if my narrative has hitherto escaped destruction, it has been by a combination of great prudence and great good luck"
902,282,more,53,051-055,-0.03773584905660377,"Should the throes of change take me in the act of writing it, Hyde will tear it in pieces; but if some time shall have elapsed after I have laid it by, his wonderful selfishness and circumscription to the moment will probably save it once again from the action of his ape-like spite"
902,82,076-010,16,016-020,0.0625,"And indeed the doom that is closing on us both has already changed and crushed him"
902,310,more,57,056-060,-0.12280701754385964,"Half an hour from now, when I shall again and forever reindue that hated personality, I know how I shall sit shuddering and weeping in my chair, or continue, with the most strained and fearstruck ecstasy of listening, to pace up and down this room (my last earthly refuge) and give ear to every sound of menace"
902,31,026-050,6,006-008,-0.5,"Will Hyde die upon the scaffold"
902,61,051-075,12,011-015,0.16666666666666666,"or will he find courage to release himself at the last moment"
902,107,101-125,21,021-025,0.047619047619047616,"God knows; I am careless; this is my true hour of death, and what is to follow concerns another than myself"
902,126,126-150,27,026-030,-0.07407407407407407,"Here then, as I lay down the pen and proceed to seal up my confession, I bring the life of that unhappy Henry Jekyll to an end"
903,30,026-050,6,006-008,0,"MARLEY was dead: to begin with"
903,37,026-050,7,006-008,0.14285714285714285,"There is no doubt whatever about that"
903,104,101-125,18,016-020,0,"The register of his burial was signed by the clergyman, the clerk, the undertaker, and the chief mourner"
903,101,101-125,19,016-020,0.15789473684210525,"Scrooge signed it: and Scrooge's name was good upon 'Change, for anything he chose to put his hand to"
903,37,026-050,8,006-008,-0.375,"Old Marley was as dead as a door-nail"
904,4,000-010,1,000-002,0,"Mind"
904,103,101-125,20,016-020,-0.15,"I don't mean to say that I know, of my own knowledge, what there is particularly dead about a door-nail"
904,108,101-125,19,016-020,0,"I might have been inclined, myself, to regard a coffin-nail as the deadest piece of ironmongery in the trade"
904,121,101-125,23,021-025,0.13043478260869565,"But the wisdom of our ancestors is in the simile; and my unhallowed hands shall not disturb it, or the Country's done for"
904,92,076-010,16,016-020,-0.1875,"You will therefore permit me to repeat, emphatically, that Marley was as dead as a door-nail"
905,24,026-050,5,003-005,-0.6,"Scrooge knew he was dead"
905,16,011-025,4,003-005,0,"Of course he did"
905,25,026-050,5,003-005,0,"How could it be otherwise"
905,60,051-075,12,011-015,0,"Scrooge and he were partners for I don't know how many years"
905,133,126-150,21,021-025,0,"Scrooge was his sole executor, his sole administrator, his sole assign, his sole residuary legatee, his sole friend, and sole mourner"
905,184,176-200,36,036-040,-0.05555555555555555,"And even Scrooge was not so dreadfully cut up by the sad event, but that he was an excellent man of business on the very day of the funeral, and solemnised it with an undoubted bargain"
906,74,076-010,14,011-015,0,"The mention of Marley's funeral brings me back to the point I started from"
906,38,026-050,8,006-008,0.5,"There is no doubt that Marley was dead"
906,99,076-010,18,016-020,0.2222222222222222,"This must be distinctly understood, or nothing wonderful can come of the story I am going to relate"
906,387,more,65,more,-0.06153846153846154,"If we were not perfectly convinced that Hamlet's Father died before the play began, there would be nothing more remarkable in his taking a stroll at night, in an easterly wind, upon his own ramparts, than there would be in any other middle-aged gentleman rashly turning out after dark in a breezy spot--say Saint Paul's Churchyard for instance-- literally to astonish his son's weak mind"
907,43,051-075,7,006-008,0,"Scrooge never painted out Old Marley's name"
907,78,076-010,12,011-015,0,"There it stood, years afterwards, above the warehouse door: Scrooge and Marley"
907,40,026-050,8,006-008,0,"The firm was known as Scrooge and Marley"
907,112,101-125,18,016-020,0,"Sometimes people new to the business called Scrooge Scrooge, and sometimes Marley, but he answered to both names"
907,26,026-050,7,006-008,0,"It was all the same to him"
908,2,000-010,1,000-002,0,"Oh"
908,58,051-075,10,009-010,0,"But he was a tight-fisted hand at the grind-stone, Scrooge"
908,75,076-010,9,009-010,0,"a squeezing, wrenching, grasping, scraping, clutching, covetous, old sinner"
908,133,126-150,23,021-025,-0.08695652173913043,"Hard and sharp as flint, from which no steel had ever struck out generous fire; secret, and self-contained, and solitary as an oyster"
908,193,176-200,34,031-035,0.08823529411764706,"The cold within him froze his old features, nipped his pointed nose, shrivelled his cheek, stiffened his gait; made his eyes red, his thin lips blue; and spoke out shrewdly in his grating voice"
908,69,076-010,15,011-015,0,"A frosty rime was on his head, and on his eyebrows, and his wiry chin"
908,136,126-150,25,021-025,0,"He carried his own low temperature always about with him; he iced his office in the dog-days; and didn't thaw it one degree at Christmas"
909,54,051-075,9,009-010,0,"External heat and cold had little influence on Scrooge"
909,49,051-075,9,009-010,-0.1111111111111111,"No warmth could warm, no wintry weather chill him"
909,127,126-150,24,021-025,0.125,"No wind that blew was bitterer than he, no falling snow was more intent upon its purpose, no pelting rain less open to entreaty"
909,42,051-075,8,006-008,-0.375,"Foul weather didn't know where to have him"
909,107,101-125,20,016-020,0.1,"The heaviest rain, and snow, and hail, and sleet, could boast of the advantage over him in only one respect"
909,56,051-075,9,009-010,0,"They often 'came down' handsomely, and Scrooge never did"
910,96,076-010,18,016-020,0.05555555555555555,"Nobody ever stopped him in the street to say, with gladsome looks, 'My dear Scrooge, how are you"
910,28,026-050,7,006-008,0,"When will you come to see me"
910,182,176-200,37,036-040,0,"No beggars implored him to bestow a trifle, no children asked him what it was o'clock, no man or woman ever once in all his life inquired the way to such and such a place, of Scrooge"
910,239,226-250,47,046-050,-0.06382978723404255,"Even the blind men's dogs appeared to know him; and when they saw him coming on, would tug their owners into doorways and up courts; and then would wag their tails as though they said, 'No eye at all is better than an evil eye, dark master"
911,25,026-050,5,003-005,0.4,"But what did Scrooge care"
911,30,026-050,7,006-008,0.2857142857142857,"It was the very thing he liked"
911,146,126-150,27,026-030,0.037037037037037035,"To edge his way along the crowded paths of life, warning all human sympathy to keep its distance, was what the knowing ones call 'nuts' to Scrooge"
912,112,101-125,20,016-020,0.15,"Once upon a time--of all the good days in the year, on Christmas Eve--old Scrooge sat busy in his counting-house"
912,227,226-250,40,036-040,0.025,"It was cold, bleak, biting weather: foggy withal: and he could hear the people in the court outside, go wheezing up and down, beating their hands upon their breasts, and stamping their feet upon the pavement stones to warm them"
912,219,201-225,39,036-040,-0.02564102564102564,"The city clocks had only just gone three, but it was quite dark already-- it had not been light all day--and candles were flaring in the windows of the neighbouring offices, like ruddy smears upon the palpable brown air"
912,162,151-175,29,026-030,0,"The fog came pouring in at every chink and keyhole, and was so dense without, that although the court was of the narrowest, the houses opposite were mere phantoms"
912,147,126-150,26,026-030,0.11538461538461539,"To see the dingy cloud come drooping down, obscuring everything, one might have thought that Nature lived hard by, and was brewing on a large scale"
913,160,151-175,30,026-030,-0.06666666666666667,"The door of Scrooge's counting-house was open that he might keep his eye upon his clerk, who in a dismal little cell beyond, a sort of tank, was copying letters"
913,105,101-125,21,021-025,0,"Scrooge had a very small fire, but the clerk's fire was so very much smaller that it looked like one coal"
913,193,176-200,37,036-040,0,"But he couldn't replenish it, for Scrooge kept the coal-box in his own room; and so surely as the clerk came in with the shovel, the master predicted that it would be necessary for them to part"
913,156,151-175,29,026-030,0.06896551724137931,"Wherefore the clerk put on his white comforter, and tried to warm himself at the candle; in which effort, not being a man of a strong imagination, he failed"
914,25,026-050,4,003-005,0.75,"'A merry Christmas, uncle"
914,12,011-025,3,003-005,0.6666666666666666,"God save you"
914,22,026-050,4,003-005,0,"cried a cheerful voice"
914,124,101-125,24,021-025,0,"It was the voice of Scrooge's nephew, who came upon him so quickly that this was the first intimation he had of his approach"
915,4,000-010,1,000-002,0,"'Bah"
915,21,011-025,3,003-005,0,"said Scrooge, 'Humbug"
916,198,176-200,38,036-040,0,"He had so heated himself with rapid walking in the fog and frost, this nephew of Scrooge's, that he was all in a glow; his face was ruddy and handsome; his eyes sparkled, and his breath smoked again"
917,26,026-050,4,003-005,0,"'Christmas a humbug, uncle"
917,21,011-025,3,003-005,0,"said Scrooge's nephew"
917,31,026-050,7,006-008,0,"'You don't mean that, I am sure"
918,20,011-025,4,003-005,0,"'I do,' said Scrooge"
918,16,011-025,2,000-002,0,"'Merry Christmas"
918,31,026-050,7,006-008,0.7142857142857143,"What right have you to be merry"
918,32,026-050,7,006-008,0.42857142857142855,"What reason have you to be merry"
918,18,011-025,3,003-005,-0.6666666666666666,"You're poor enough"
919,39,026-050,6,006-008,0,"'Come, then,' returned the nephew gaily"
919,33,026-050,7,006-008,0,"'What right have you to be dismal"
919,33,026-050,7,006-008,0,"What reason have you to be morose"
919,18,011-025,3,003-005,0.6666666666666666,"You're rich enough"
920,75,076-010,14,011-015,-0.14285714285714285,"Scrooge having no better answer ready on the spur of the moment, said, 'Bah"
920,38,026-050,7,006-008,0,"again; and followed it up with 'Humbug"
921,22,026-050,4,003-005,0,"'Don't be cross, uncle"
921,15,011-025,3,003-005,0,"said the nephew"
922,87,076-010,19,016-020,0,"'What else can I be,' returned the uncle, 'when I live in such a world of fools as this"
922,15,011-025,2,000-002,1.5,"Merry Christmas"
922,24,026-050,4,003-005,0.75,"Out upon merry Christmas"
922,257,251-275,48,046-050,0.020833333333333332,"What's Christmas time to you but a time for paying bills without money; a time for finding yourself a year older, but not an hour richer; a time for balancing your books and having every item in 'em through a round dozen of months presented dead against you"
922,205,201-225,37,036-040,-0.08108108108108109,"If I could work my will,' said Scrooge indignantly, 'every idiot who goes about with 'Merry Christmas' on his lips, should be boiled with his own pudding, and buried with a stake of holly through his heart"
922,9,011-025,2,000-002,0,"He should"
923,6,000-010,1,000-002,0,"'Uncle"
923,18,011-025,3,003-005,0,"pleaded the nephew"
924,7,000-010,1,000-002,0,"'Nephew"
924,87,076-010,17,016-020,0,"returned the uncle sternly, 'keep Christmas in your own way, and let me keep it in mine"
925,8,000-010,2,000-002,0,"'Keep it"
925,25,026-050,3,003-005,0,"repeated Scrooge's nephew"
925,22,026-050,5,003-005,0,"'But you don't keep it"
926,43,051-075,8,006-008,-0.125,"'Let me leave it alone, then,' said Scrooge"
926,24,026-050,6,006-008,0.5,"'Much good may it do you"
926,30,026-050,7,006-008,0.7142857142857143,"Much good it has ever done you"
927,123,101-125,23,021-025,-0.08695652173913043,"'There are many things from which I might have derived good, by which I have not profited, I dare say,' returned the nephew"
927,25,026-050,4,003-005,0.5,"'Christmas among the rest"
927,535,more,98,more,0.11224489795918367,"But I am sure I have always thought of Christmas time, when it has come round--apart from the veneration due to its sacred name and origin, if anything belonging to it can be apart from that--as a good time; a kind, forgiving, charitable, pleasant time; the only time I know of, in the long calendar of the year, when men and women seem by one consent to open their shut-up hearts freely, and to think of people below them as if they really were fellow-passengers to the grave, and not another race of creatures bound on other journeys"
927,166,151-175,36,036-040,-0.16666666666666666,"And therefore, uncle, though it has never put a scrap of gold or silver in my pocket, I believe that it has done me good, and will do me good; and I say, God bless it"
928,45,051-075,7,006-008,0.2857142857142857,"The clerk in the Tank involuntarily applauded"
928,115,101-125,18,016-020,0.05555555555555555,"Becoming immediately sensible of the impropriety, he poked the fire, and extinguished the last frail spark for ever"
929,108,101-125,18,016-020,-0.16666666666666666,"'Let me hear another sound from you,' said Scrooge, 'and you'll keep your Christmas by losing your situation"
929,70,076-010,12,011-015,0.16666666666666666,"You're quite a powerful speaker, sir,' he added, turning to his nephew"
929,38,026-050,7,006-008,0.5714285714285714,"'I wonder you don't go into Parliament"
930,22,026-050,4,003-005,0,"'Don't be angry, uncle"
930,4,000-010,1,000-002,0,"Come"
930,22,026-050,4,003-005,0.5,"Dine with us to-morrow"
931,54,051-075,10,009-010,0,"Scrooge said that he would see him--yes, indeed he did"
931,98,076-010,19,016-020,0,"He went the whole length of the expression, and said that he would see him in that extremity first"
932,8,000-010,2,000-002,0,"'But why"
932,22,026-050,3,003-005,-0.6666666666666666,"cried Scrooge's nephew"
932,4,000-010,1,000-002,0,"'Why"
933,24,026-050,5,003-005,0,"'Why did you get married"
933,12,011-025,2,000-002,0,"said Scrooge"
934,23,026-050,5,003-005,0.4,"'Because I fell in love"
935,25,026-050,5,003-005,0.4,"'Because you fell in love"
935,103,101-125,19,016-020,0,"growled Scrooge, as if that were the only one thing in the world more ridiculous than a merry Christmas"
935,15,011-025,2,000-002,0,"'Good afternoon"
936,62,076-010,12,011-015,0,"'Nay, uncle, but you never came to see me before that happened"
936,42,051-075,10,009-010,0,"Why give it as a reason for not coming now"
937,30,026-050,4,003-005,0,"'Good afternoon,' said Scrooge"
938,72,076-010,15,011-015,0.13333333333333333,"'I want nothing from you; I ask nothing of you; why cannot we be friends"
939,30,026-050,4,003-005,0,"'Good afternoon,' said Scrooge"
940,55,051-075,12,011-015,0.16666666666666666,"'I am sorry, with all my heart, to find you so resolute"
940,59,051-075,13,011-015,0,"We have never had any quarrel, to which I have been a party"
940,95,076-010,19,016-020,0.10526315789473684,"But I have made the trial in homage to Christmas, and I'll keep my Christmas humour to the last"
940,27,026-050,5,003-005,0.6,"So A Merry Christmas, uncle"
941,15,011-025,2,000-002,0,"'Good afternoon"
941,12,011-025,2,000-002,0,"said Scrooge"
942,21,011-025,5,003-005,0.6,"'And A Happy New Year"
943,15,011-025,2,000-002,0,"'Good afternoon"
943,12,011-025,2,000-002,0,"said Scrooge"
944,63,076-010,10,009-010,-0.3,"His nephew left the room without an angry word, notwithstanding"
944,157,151-175,30,026-030,0,"He stopped at the outer door to bestow the greetings of the season on the clerk, who, cold as he was, was warmer than Scrooge; for he returned them cordially"
945,159,151-175,25,021-025,0.12,"'There's another fellow,' muttered Scrooge; who overheard him: 'my clerk, with fifteen shillings a week, and a wife and family, talking about a merry Christmas"
945,21,011-025,4,003-005,0,"I'll retire to Bedlam"
946,74,076-010,13,011-015,0,"This lunatic, in letting Scrooge's nephew out, had let two other people in"
946,103,101-125,17,016-020,0.17647058823529413,"They were portly gentlemen, pleasant to behold, and now stood, with their hats off, in Scrooge's office"
946,58,051-075,12,011-015,0,"They had books and papers in their hands, and bowed to him"
947,83,076-010,14,011-015,0,"'Scrooge and Marley's, I believe,' said one of the gentlemen, referring to his list"
947,37,026-050,7,006-008,0.42857142857142855,"'Have I the pleasure of addressing Mr"
947,14,011-025,3,003-005,0,"Scrooge, or Mr"
947,6,000-010,1,000-002,0,"Marley"
948,3,000-010,1,000-002,0,"'Mr"
948,56,051-075,9,009-010,-0.1111111111111111,"Marley has been dead these seven years,' Scrooge replied"
948,41,051-075,8,006-008,-0.375,"'He died seven years ago, this very night"
949,126,126-150,19,016-020,-0.05263157894736842,"'We have no doubt his liberality is well represented by his surviving partner,' said the gentleman, presenting his credentials"
950,55,051-075,10,009-010,0.2,"It certainly was; for they had been two kindred spirits"
950,102,101-125,16,016-020,0.25,"At the ominous word 'liberality,' Scrooge frowned, and shook his head, and handed the credentials back"
951,39,026-050,8,006-008,0.25,"'At this festive season of the year, Mr"
951,190,176-200,33,031-035,-0.06060606060606061,"Scrooge,' said the gentleman, taking up a pen, 'it is more than usually desirable that we should make some slight provision for the Poor and destitute, who suffer greatly at the present time"
951,107,101-125,18,016-020,0.1111111111111111,"Many thousands are in want of common necessaries; hundreds of thousands are in want of common comforts, sir"
952,21,011-025,4,003-005,0.5,"'Are there no prisons"
952,13,011-025,2,000-002,0,"asked Scrooge"
953,66,076-010,11,011-015,0,"'Plenty of prisons,' said the gentleman, laying down the pen again"
954,25,026-050,4,003-005,0,"'And the Union workhouses"
954,16,011-025,2,000-002,-0.5,"demanded Scrooge"
954,28,026-050,5,003-005,0,"'Are they still in operation"
955,9,011-025,2,000-002,0,"'They are"
955,65,076-010,12,011-015,0.08333333333333333,"Still,' returned the gentleman, 'I wish I could say they were not"
956,56,051-075,11,011-015,-0.18181818181818182,"'The Treadmill and the Poor Law are in full vigour, then"
956,12,011-025,2,000-002,0,"said Scrooge"
957,20,011-025,4,003-005,0,"'Both very busy, sir"
958,3,000-010,1,000-002,0,"'Oh"
958,121,101-125,22,021-025,0.045454545454545456,"I was afraid, from what you said at first, that something had occurred to stop them in their useful course,' said Scrooge"
958,25,026-050,6,006-008,0.5,"'I'm very glad to hear it"
959,226,226-250,41,041-045,0.17073170731707318,"'Under the impression that they scarcely furnish Christian cheer of mind or body to the multitude,' returned the gentleman, 'a few of us are endeavouring to raise a fund to buy the Poor some meat and drink, and means of warmth"
